,HSM5FZBJ,CSM5FZ3N,ESM5MEDZ,MSM5LLIC,CSM5FZ3T,MSM5LLFG,ESM5MEEG,MSM5LLIS,CSM5FZ48,CSM5FZ4A,HSM5MD4S,CSM5FZ4O,CSM5MCTZ,HSM5MD86,HSM5MD7Z,HSM5MD8A,MSM5LLEH,HSM5MD82,CSM5MCU4,HSM5MD87,CSM5MCVH,MSM6J2H9,HSM5MD3L,CSM5MCWK,HSM5MD8H,MSM6J2JF,CSM5MCXF,MSM6J2JH,CSM5MCXB,HSM5MD5Z,CSM5MCYU,ESM5MEB9,HSM6XRQC,HSM6XRQB,HSM6XRQE,CSM67U9T,CSM67U9V,CSM67U9X,PSM6XBQM,HSM67VDX,MSM6J2Q1,PSM6XBRK,HSM67VDR,CSM67UH7,CSM79HG4,PSM6XBSE,MSM6J2PO,CSM79HJE,MSM6J2NA,CSM79HJI,CSM79HJG,CSM79HQL,MSM79HD6,CSM79HQR,HSM7J4LP,PSM7J188,MSM9VZFJ,HSM7J4JT,MSM79H8D,CSM79HQN,MSM79H94,MSM9VZMM,CSM7KOQ7,HSM7J4JV,MSM9VZM4,HSM7J4JW,HSMA33NW,HSMA33NY,PSMA265X,MSM5LLDI
HILp_QI8513,50042.0,7528.0,119284.0,3832.0,0.0,38896.0,2657.0,42623.0,8917.0,13600.0,3262.0,13388.0,5792.0,111470.0,9086.0,2647.0,693.0,11745.0,9015.0,0.0,8223.0,24317.0,4073.0,6583.0,3475.0,209.0,2918.0,11161.0,3996.0,29971.0,5706.0,7493.0,27421.0,1212.0,13015.0,2863.0,6345.0,10533.0,6065.0,0.0,24210.0,23366.0,415493.0,10804.0,87757.0,396498.0,0.0,9446.0,10353.0,194468.0,12349.0,14820.0,19612.0,16907.0,50855.0,0.0,7021.0,7639.0,13633.0,7389.0,8649.0,21672.0,5591.0,28796.0,71772.0,13760.0,13513.0,8135.0,2961.0,4421.0
HILp_QI10472,101488.0,15728.0,121241.0,76800.0,1126.0,46499.0,1893.0,103503.0,32780.0,16046.0,26813.0,27796.0,1999.0,6128.0,55392.0,29065.0,4672.0,60642.0,27418.0,25644.0,686499.0,113101.0,118542.0,138921.0,64001.0,26707.0,10679.0,75763.0,41531.0,187969.0,72566.0,99348.0,126907.0,6128.0,52781.0,45964.0,45551.0,384943.0,122169.0,7177.0,61424.0,83674.0,48533.0,20642.0,69122.0,61759.0,16683.0,22714.0,33937.0,42509.0,189365.0,100322.0,7773.0,43262.0,40860.0,84919.0,48353.0,68096.0,22773.0,603.0,26911.0,63138.0,18046.0,81392.0,10661.0,20301.0,106042.0,71506.0,43104.0,25874.0
HILp_QI1756,0.0,2872.0,9478.0,48381.0,6027.0,0.0,16889.0,5902.0,4592.0,9680.0,4893.0,6609.0,91573.0,0.0,28573.0,20498.0,0.0,11375.0,1728.0,18506.0,14049.0,107880.0,35419.0,51873.0,8271.0,10896.0,31901.0,33730.0,34216.0,33071.0,7890.0,18758.0,41594.0,41759.0,10104.0,12380.0,9081.0,18580.0,43535.0,5551.0,17275.0,16672.0,30355.0,28404.0,6191.0,9891.0,9545.0,36628.0,21254.0,40397.0,61154.0,9817.0,9388.0,5027.0,2057.0,56326.0,8742.0,44088.0,25170.0,11301.0,7300.0,21102.0,12362.0,92601.0,89147.0,77846.0,50940.0,41531.0,20350.0,33548.0
HILp_QI7751,28881.0,47749.0,83660.0,186871.0,16384.0,293761.0,51015.0,46550.0,720117.0,118764.0,78217.0,167032.0,159838.0,522212.0,171518.0,6852.0,14197.0,151726.0,51926.0,38617.0,139886.0,96295.0,397767.0,149339.0,37306.0,26493.0,72235.0,160977.0,46402.0,152932.0,137108.0,28247.0,84405.0,103713.0,219371.0,118019.0,85908.0,68083.0,96295.0,5526.0,124060.0,77739.0,72653.0,660278.0,525667.0,212373.0,69905.0,90713.0,128479.0,443690.0,107057.0,229501.0,231738.0,144967.0,100682.0,159612.0,77961.0,123555.0,82907.0,83442.0,129227.0,297695.0,129805.0,204712.0,482205.0,479067.0,257005.0,157760.0,37867.0,54564.0
HILp_QI2793,627851.0,61003.0,108992.0,82359.0,1138270.0,779163.0,252572.0,3447027.0,79274.0,47532.0,39256.0,27057.0,943723.0,820748.0,642689.0,75641.0,160003.0,125588.0,1304065.0,1574234.0,187319.0,168174.0,346421.0,41714.0,167628.0,15981.0,520476.0,86589.0,5189.0,64827.0,14339.0,2109422.0,54813.0,108625.0,204789.0,40439.0,24732.0,986272.0,364613.0,1140.0,168550.0,4500032.0,2947510.0,54149.0,23722.0,79046.0,273474.0,353971.0,0.0,182142.0,27628.0,54004.0,101626.0,482151.0,1991520.0,7249792.0,52440.0,437649.0,76751.0,122770.0,150151.0,47198.0,199806.0,19128.0,40089.0,198657.0,503799.0,1152668.0,3252291.0,511798.0
HILp_QI2638,335587.0,5250118.0,1099720.0,11318.0,664533.0,4792751.0,621610.0,8178653.0,2982625.0,2658385.0,1474858.0,16021.0,839338.0,202244.0,2355465.0,3950319.0,339154.0,1154652.0,7595602.0,1634445.0,1217438.0,16033084.0,1657045.0,1033460.0,1322305.0,5996423.0,2770766.0,773.0,1202095.0,3164467.0,3677975.0,514467.0,3074862.0,314823.0,107440.0,4759286.0,687081.0,3707928.0,905693.0,287565.0,1027433.0,2727243.0,3817673.0,398.0,1473513.0,1434786.0,3247304.0,4472879.0,0.0,1936983.0,4717504.0,58840.0,5625961.0,2818329.0,372714.0,505.0,6422178.0,2816589.0,1213721.0,2569614.0,2611667.0,2918007.0,2525333.0,832096.0,2868450.0,1198958.0,5557415.0,1039778.0,1078914.0,164397.0
HILp_TF8,0.0,14872203.0,4278342.0,9638202.0,3174287.0,4732385.0,2595577.0,2786851.0,10289475.0,12924151.0,3320965.0,7633142.0,8027526.0,0.0,12201937.0,4895460.0,0.0,12432931.0,18467835.0,3639784.0,604201.0,4122341.0,18046768.0,8728157.0,9167937.0,3790698.0,6113677.0,11188385.0,3763121.0,12544734.0,4790133.0,2888366.0,0.0,7182165.0,0.0,5036380.0,6076145.0,6696461.0,3921365.0,2225312.0,9136692.0,13014844.0,5860899.0,11810600.0,9754019.0,1765270.0,1567912.0,4249744.0,11899232.0,2494740.0,24740593.0,16726393.0,11686523.0,0.0,0.0,1591141.0,10948611.0,3726743.0,14362959.0,5179157.0,7159806.0,27682709.0,11831607.0,11068313.0,21861708.0,18117022.0,3755290.0,6635483.0,5738957.0,9848105.0
HILp_QI418,18806.0,10495.0,13813.0,21892.0,4421.0,26819.0,7060.0,15246.0,40576.0,5633.0,6825.0,15790.0,329.0,1839.0,5372.0,10521.0,433.0,3294.0,32419.0,32958.0,684522.0,10808.0,10460.0,28214.0,31001.0,3976.0,207068.0,8207.0,2557.0,8578.0,4484.0,17602.0,78354.0,7643.0,3665.0,30932.0,5471.0,9612.0,208220.0,19237.0,19436.0,12192.0,5664.0,16574.0,968.0,54738.0,16531.0,12402.0,18567.0,33088.0,57335.0,24808.0,24939.0,12571.0,8131.0,50919.0,18648.0,9921.0,0.0,28694.0,4537.0,61369.0,20313.0,1607.0,25377.0,58222.0,13912.0,10545.0,10575.0,5743.0
HILp_QI1750,41363.0,113630.0,342636.0,259031.0,325577.0,179735.0,371573.0,328888.0,340046.0,1718047.0,236286.0,133729.0,2816474.0,400254.0,504044.0,200271.0,194064.0,414903.0,1109406.0,336452.0,171329.0,416136.0,70799.0,740248.0,110070.0,652213.0,537379.0,195016.0,244019.0,666277.0,94423.0,97613.0,89312.0,207481.0,79070.0,305064.0,127468.0,1162677.0,968655.0,83599.0,339578.0,345872.0,214681.0,364492.0,3486178.0,410341.0,63392.0,489955.0,121012.0,206355.0,263945.0,217906.0,2361245.0,1976969.0,757935.0,169619.0,226657.0,934194.0,162023.0,220242.0,613187.0,716239.0,140045.0,140165.0,477754.0,181269.0,936961.0,242646.0,394049.0,56995.0
HILp_QI1929,58437.0,8408.0,49988.0,8266.0,19748.0,14612.0,11119.0,40687.0,13838.0,28032.0,15077.0,12106.0,313819.0,46337.0,31607.0,17424.0,99247.0,19659.0,31183.0,20908.0,57043.0,51212.0,3229.0,23250.0,12797.0,17113.0,13958.0,29174.0,58663.0,73563.0,6459.0,27038.0,159558.0,6248.0,8814.0,17472.0,10647.0,40769.0,45883.0,20896.0,32950.0,19998.0,24030.0,31033.0,18637.0,119314.0,4921.0,34551.0,13976.0,12484.0,56860.0,42230.0,41001.0,76562.0,67372.0,32939.0,14424.0,22697.0,33401.0,5368.0,16746.0,18987.0,25192.0,19430.0,17585.0,14570.0,35640.0,15019.0,23345.0,63601.0
HILp_QI3985,193.0,945922.0,36122.0,332881.0,25165.0,468743.0,8882.0,278706.0,78129.0,705592.0,50063.0,192134.0,0.0,0.0,156345.0,252709.0,11838.0,319.0,2329158.0,17258.0,191033.0,544937.0,44071.0,39853.0,65132.0,586976.0,134706.0,96214.0,0.0,68728.0,103599.0,0.0,60684.0,1605.0,21588.0,441165.0,19752.0,390169.0,0.0,8844.0,795456.0,70221.0,229725.0,75061.0,45455.0,8967.0,148230.0,484324.0,30252.0,64307.0,302203.0,869214.0,259939.0,107024.0,106718.0,36057.0,182342.0,207710.0,89380.0,72917.0,31530.0,162185.0,230727.0,185259.0,20659.0,4298.0,160580.0,173907.0,5249.0,178719.0
HILp_QI2601,3220218.0,4699000.0,8070638.0,139232.0,6249219.0,6157951.0,8475906.0,4588378.0,2408724.0,3439608.0,1920841.0,90313.0,4646090.0,8096094.0,1153615.0,583971.0,4731414.0,4049154.0,5913908.0,3361432.0,3639978.0,5424810.0,561817.0,439420.0,5504918.0,2807296.0,2988678.0,192522.0,1636170.0,13918895.0,5538959.0,2395616.0,8398532.0,2044511.0,269845.0,3848364.0,2259119.0,5220184.0,7354161.0,4397301.0,177169.0,5125240.0,6878552.0,309953.0,7137466.0,13383762.0,161565.0,5162664.0,81075.0,4942584.0,11849957.0,61800.0,5697732.0,8405227.0,8036772.0,231550.0,6101704.0,3181124.0,211224.0,1793587.0,7046619.0,1575468.0,5629107.0,111239.0,8816257.0,5376140.0,10083835.0,272975.0,4041105.0,3653234.0
HILp_TF4,42432113.0,689931346.0,137205641.0,0.0,88152963.0,620163842.0,81056309.0,1086430144.0,354600651.0,335257202.0,196911045.0,3505401.0,109012410.0,26262057.0,305608951.0,529646399.0,40601733.0,152010083.0,912457422.0,208532026.0,156945912.0,2155192593.0,211271456.0,133143671.0,177403754.0,815480053.0,362653613.0,0.0,136062921.0,404213290.0,483374396.0,66126576.0,412120520.0,41791090.0,13467491.0,632384358.0,91133025.0,468773106.0,111830623.0,38851141.0,131188762.0,355109114.0,466496951.0,0.0,195021820.0,177628234.0,419179415.0,579429461.0,0.0,236485321.0,609745402.0,8973466.0,725479266.0,277148649.0,45683307.0,0.0,824693049.0,358660000.0,162099646.0,346352928.0,349787194.0,379817794.0,342106400.0,97372516.0,376089903.0,156713785.0,726070114.0,138283433.0,139739570.0,22667552.0
HILp_QI7860,770843.0,262360.0,1981082.0,1028549.0,270411.0,708411.0,773333.0,1110864.0,414949.0,945752.0,325576.0,1232959.0,1500129.0,13879175.0,1963283.0,128023.0,77127.0,717802.0,506358.0,390108.0,748201.0,742668.0,873704.0,1524353.0,331012.0,266642.0,440648.0,675363.0,745463.0,1459026.0,511360.0,595884.0,1288309.0,190347.0,1290391.0,390077.0,422857.0,1101474.0,1550436.0,185488.0,1646129.0,927614.0,1374163.0,3660776.0,1804406.0,3477914.0,395169.0,1417766.0,437750.0,2440328.0,1373729.0,1551878.0,1488087.0,1329822.0,840047.0,235738.0,565131.0,834367.0,1090282.0,692987.0,760717.0,1764421.0,241639.0,1438370.0,1343336.0,954640.0,695747.0,772869.0,489265.0,49212.0
HILp_QI1989,2722773.0,68318.0,2707475.0,143468.0,952640.0,190033.0,62587.0,133374.0,178177.0,158882.0,99616.0,359948.0,61867.0,634788.0,918700.0,588913.0,82128.0,116479.0,421654.0,124847.0,158935.0,185652.0,95886.0,4245957.0,110957.0,92853.0,270412.0,123047.0,143748.0,115359.0,2384402.0,111831.0,9950237.0,1367967.0,81815.0,195105.0,290060.0,189769.0,129112.0,441402.0,202903.0,266648.0,145767.0,149820.0,56655.0,151394.0,244816.0,322119.0,78722.0,101452.0,140081.0,1596912.0,7109346.0,257023.0,428051.0,600209.0,160981.0,266359.0,117423.0,728418.0,50886.0,3331228.0,1144271.0,111143.0,107633.0,109276.0,80467.0,72248.0,244727.0,163812.0
HILp_QI4966,23720.0,8176.0,14553.0,19142.0,0.0,6034.0,4907.0,12921.0,10685.0,4318.0,18161.0,1002.0,2079.0,27905.0,1566.0,2154.0,14923.0,19961.0,4909.0,9143.0,6444.0,14065.0,30647.0,8938.0,4963.0,15173.0,2254.0,5901.0,20279.0,6254.0,8924.0,1998.0,29703.0,9958.0,13890.0,1537.0,6247.0,9994.0,9585.0,3632.0,9456.0,6836.0,0.0,28434.0,2301.0,18214.0,26227.0,5031.0,3593.0,13931.0,1058.0,6690.0,1271.0,7774.0,15637.0,662.0,6188.0,17813.0,8786.0,1209.0,4882.0,15029.0,2308.0,5618.0,217.0,19131.0,8291.0,9358.0,8472.0,35089.0
HILp_TF45,165223084.0,7829458.0,88424834.0,15786571.0,46269932.0,0.0,24229845.0,96584493.0,1765030.0,136708950.0,4449018.0,34988342.0,79462875.0,96711676.0,102784914.0,7171606.0,2478728032.0,13469095.0,18483103.0,16687894.0,19343593.0,35227139.0,0.0,49814853.0,4142297.0,17903134.0,24063676.0,26182266.0,10577968.0,114802663.0,4878125.0,13778536.0,59555187.0,23945533.0,1327034.0,97516857.0,3428850.0,89935510.0,122034482.0,0.0,46171007.0,37665994.0,18738809.0,19232714.0,109149412.0,170170600.0,16558620.0,89152185.0,23608487.0,2205644905.0,123244614.0,12594437.0,71875320.0,1436388930.0,34905743.0,8559968.0,8440424.0,37145427.0,32801835.0,45151199.0,85535634.0,76830373.0,7474543.0,18382154.0,59600744.0,34144658.0,41709681.0,42556732.0,17360116.0,0.0
HILp_QI1127,1672368.0,335603.0,50737.0,306636.0,721402.0,69290.0,182089.0,125465.0,118673.0,1465270.0,153748.0,3749883.0,554708.0,422013.0,120470.0,5427768.0,362306.0,43676490.0,132139.0,365271.0,143507.0,129185.0,556248.0,107326.0,79462.0,173721.0,181301.0,114161.0,92232.0,121786.0,122406.0,45944.0,125242.0,501115.0,184034.0,103183.0,3507220.0,102540.0,67340.0,53791.0,122017.0,195411.0,27806.0,398071.0,32278048.0,141769.0,271120.0,1201258.0,200174.0,236994.0,224423449.0,158082.0,105171.0,161876.0,996718.0,286088.0,27833.0,291351.0,157264.0,144684.0,68755962.0,120925.0,193473.0,75658.0,166625.0,163264.0,145061.0,215916.0,121921.0,274763.0
HILp_TF21,0.0,0.0,0.0,1691657.0,0.0,2049582.0,1253353.0,2552868.0,3138457.0,0.0,1590683.0,8555459.0,0.0,0.0,0.0,0.0,0.0,0.0,6860513.0,0.0,0.0,0.0,0.0,2755758.0,0.0,0.0,0.0,0.0,0.0,0.0,1667318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307310.0,0.0,0.0,0.0,0.0,636027.0,3498368.0,2765545.0,0.0,0.0,1643325.0,0.0,1060137.0,2589293.0,1183890.0,1944747.0,0.0,6324990.0,0.0,0.0,0.0,2430505.0,1355401.0
HILp_QI7038,1916050.0,97474.0,67417856.0,245552.0,1151570.0,41027.0,8382837.0,1497074.0,152312.0,302863.0,667038.0,788638028.0,118218.0,73424.0,127985.0,184636.0,166286.0,91628.0,6890017.0,68723.0,6424508.0,91303524.0,379902.0,308377.0,203042.0,83931.0,763216.0,201166.0,893007.0,4474737.0,586627.0,236349.0,4827037.0,767280.0,62975.0,617246.0,88331.0,12417338.0,42008418.0,11348.0,264758.0,676551.0,3872527.0,256469.0,114358.0,24868131.0,348904.0,928050.0,96549.0,78051.0,64443.0,201535.0,124640.0,38688709.0,7961.0,99483.0,37023.0,1020820.0,125637.0,124607.0,20419.0,50123.0,68838.0,47373.0,23791990.0,343978.0,1938466.0,198412.0,759517.0,11574.0
HILp_TF26,0.0,519592.0,445789.0,430869.0,0.0,5209527.0,10802518.0,6456731.0,3792469.0,851407.0,241196.0,2235647.0,622047.0,434250.0,4216817.0,0.0,612919.0,2618833.0,871603.0,978092.0,503269.0,335909.0,974045.0,0.0,3347166.0,1197401.0,2844954.0,5360282.0,0.0,2303569.0,0.0,0.0,444705.0,0.0,0.0,1615591.0,0.0,816695.0,0.0,0.0,4341412.0,0.0,3206014.0,0.0,2376245.0,2342986.0,0.0,900429.0,0.0,0.0,2766162.0,2268093.0,1634903.0,0.0,1026045.0,4931742.0,3668206.0,145819.0,1241825.0,182588.0,397644.0,2821754.0,3486465.0,1533658.0,2124794.0,307701.0,3821489.0,207838.0,1011624.0,0.0
HILp_QI19408,6913228.0,547642.0,2986023.0,286100.0,1006733.0,2723802.0,1037815.0,1820192.0,23491.0,2681981.0,1593239.0,373359.0,212770.0,24830119.0,156030.0,983668.0,12803997.0,39963.0,4717492.0,10178.0,1123007.0,2128242.0,79416.0,654507.0,259370.0,736318.0,848948.0,184109.0,4723084.0,1178518.0,398631.0,232426.0,2203588.0,1344178.0,8847887.0,52034.0,96510.0,1868027.0,281324.0,2142024.0,545002.0,2160961.0,312497.0,2293482.0,14701437.0,12223489.0,5118.0,2423870.0,75377.0,10042960.0,1392658.0,2101177.0,636702.0,1897236.0,18518329.0,25428.0,1927362.0,21458.0,2105284.0,2568.0,3091020.0,2983143.0,440358.0,2985150.0,933151.0,82895.0,3082557.0,611444.0,227466.0,7421209.0
HILp_TF5,14126755.0,89255698.0,103388308.0,32892189.0,0.0,50668860.0,100189403.0,8236883.0,73110239.0,27310233.0,46272260.0,78863677.0,47362706.0,0.0,65529976.0,25733118.0,0.0,78512554.0,26958731.0,43814672.0,37221687.0,0.0,61342305.0,27214462.0,31354672.0,90371191.0,0.0,31692644.0,16677755.0,29152710.0,37818895.0,5775562.0,2592463.0,38443885.0,25829780.0,16885644.0,70473642.0,20147009.0,42284030.0,50291289.0,11192993.0,52641602.0,9908364.0,76859435.0,61089987.0,0.0,38573604.0,11284710.0,45869881.0,0.0,74380134.0,47456221.0,40923185.0,630031581.0,0.0,99529341.0,36942079.0,0.0,11322020.0,0.0,64974533.0,44124410.0,41872281.0,9678102.0,38590519.0,39245696.0,50138600.0,41588363.0,0.0,71503698.0
HILp_TF46,1565109254.0,38332359.0,33403291.0,536943932.0,150485585.0,45225587.0,1758839219.0,54169930.0,53484385.0,19500804.0,139261467.0,799763162.0,25834274.0,596077187.0,172478451.0,521224111.0,234073836.0,133525821.0,3386905.0,27039714.0,412767832.0,228226219.0,74899485.0,13605911.0,21936909.0,43230343.0,9016839.0,20087746.0,86298691.0,30804055.0,350249922.0,249639794.0,574604939.0,385484416.0,125748315.0,304551523.0,55018351.0,76502976.0,843853069.0,29603818.0,14896918.0,1343070440.0,263627236.0,50541880.0,1370911261.0,329903902.0,15332864.0,1287849154.0,4588900.0,1179815483.0,22761211.0,118042664.0,2882162.0,88955756.0,26477844.0,55252029.0,0.0,12065130.0,174079968.0,8198213.0,245881595.0,2510359.0,28795944.0,10824985.0,135799604.0,465353895.0,1278606529.0,598298373.0,20524818.0,1346025024.0
HILp_QI3770,71986.0,2664877.0,122474.0,202265.0,358505.0,429864.0,382547.0,371506.0,801733.0,1676143.0,84589.0,2440066.0,142251.0,45005.0,561853.0,3376752.0,407356.0,109267.0,6288405.0,502166.0,31010.0,2677901.0,119871.0,571042.0,162717.0,1591507.0,1527985.0,106411.0,568390.0,411855.0,2569634.0,26163.0,75411.0,239895.0,218258.0,1745243.0,154531.0,792482.0,118334.0,65281.0,3914856.0,79365.0,325494.0,134926.0,760164.0,701505.0,712349.0,653529.0,79032.0,118554.0,575447.0,2493894.0,12463740.0,89377.0,406495.0,1047216.0,957516.0,603562.0,2074231.0,749180.0,339506.0,2759743.0,1021023.0,740403.0,123276.0,97217.0,672607.0,1129041.0,678847.0,1562840.0
HILp_QI10949,144387.0,18707.0,103107.0,69034.0,2646.0,47384.0,739.0,104946.0,40802.0,24077.0,8428.0,21589.0,5121.0,17254.0,39791.0,35224.0,9617.0,51585.0,43662.0,31278.0,73189.0,153770.0,109339.0,96215.0,66573.0,23609.0,8467.0,67767.0,7934.0,171243.0,85654.0,119329.0,118721.0,917.0,46696.0,62575.0,20022.0,101762.0,72031.0,11906.0,63915.0,67813.0,42209.0,32157.0,95636.0,49094.0,19312.0,14343.0,39737.0,66489.0,89701.0,135664.0,6447.0,50087.0,89485.0,63985.0,47159.0,50882.0,34846.0,0.0,20138.0,53113.0,24580.0,85783.0,10131.0,46590.0,67038.0,52623.0,43645.0,13886.0
HILp_TF36,127618905.0,16637922.0,18963276.0,38703217.0,233188663.0,10824270.0,22096290.0,45670575.0,74974175.0,43207337.0,45709501.0,18409633.0,163697422.0,109479573.0,24814164.0,12702922.0,72545268.0,45310393.0,38273248.0,53646908.0,90636141.0,122912309.0,44535187.0,31111240.0,28031442.0,20424388.0,67500129.0,25685898.0,81234576.0,67488555.0,47974788.0,65446986.0,192361802.0,23530546.0,22763138.0,25694271.0,42325678.0,95179440.0,48891297.0,4053261.0,57569029.0,33331392.0,23963577.0,49340091.0,15351496.0,80945178.0,7621403.0,43570918.0,18974135.0,81547016.0,38383811.0,27099445.0,48567119.0,43635365.0,120428700.0,514542642.0,14163434.0,47220339.0,48463024.0,62504089.0,20682906.0,29196024.0,23887248.0,47248382.0,52524267.0,47874287.0,32585102.0,58185976.0,47045532.0,54299333.0
HILp_QI8054,21278950.0,5137759.0,60944959.0,1799130.0,7961947.0,15354.0,29825169.0,4566324.0,2661170.0,2045251.0,1986680.0,154450.0,10984586.0,44075255.0,6026447.0,121307.0,633192.0,1389911.0,4085323.0,54647754.0,16648738.0,41391892.0,1316169.0,1251200.0,1411298.0,120882.0,11838322.0,628352.0,71116.0,6528281.0,10817138.0,1226683.0,10386032.0,97573977.0,1032684.0,3628994.0,60709.0,3683093.0,20394178.0,17592.0,1882404.0,13695551.0,16274151.0,203723.0,11674645.0,10605107.0,2937427.0,2996651.0,65878.0,8387588.0,1178762.0,159589.0,19166577.0,6665746.0,12658061.0,669993.0,41865.0,7918730.0,4103589.0,36980104.0,4637712.0,1531426.0,2324216.0,3800826.0,40225914.0,2908655.0,3383643.0,7974446.0,16604290.0,1211652.0
HILp_TF43,7364739.0,16828195.0,6598791.0,38983429.0,13536192.0,33660923.0,10061179.0,62471925.0,128135701.0,19526289.0,10781270.0,6169065.0,7122169.0,13541338.0,31053624.0,6905996.0,4374694.0,27368671.0,16661371.0,1002922.0,37852455.0,4724967.0,29653913.0,2646094.0,15344456.0,16962386.0,15477128.0,10615357.0,6580416.0,13198792.0,4905575.0,16348174.0,8179453.0,4913498.0,2348948.0,40908591.0,83485186.0,8570569.0,9529198.0,372726.0,45982909.0,20085676.0,10066271.0,9817176.0,92743249.0,63635726.0,17839798.0,4698384.0,13674356.0,15031857.0,13484064.0,32748334.0,38746364.0,58567940.0,18360020.0,36776285.0,1495235.0,9225481.0,31609645.0,4665595.0,159438651.0,12598880.0,47267110.0,10784726.0,15899679.0,10578761.0,9757144.0,32936891.0,3748885.0,34750172.0
HILp_QI2874,25970.0,12210.0,11819.0,26131.0,39871.0,7378.0,11065.0,5363.0,10287.0,40657.0,10354.0,6919.0,51841.0,79802.0,22504.0,9031.0,35321.0,14594.0,16089.0,11915.0,16047.0,20435.0,20439.0,40900.0,8533.0,17345.0,16915.0,10458.0,16100.0,23983.0,11728.0,4261.0,10519.0,11426.0,11223.0,13561.0,17718.0,26818.0,16180.0,2192.0,21018.0,14304.0,1512.0,15245.0,43448.0,17168.0,12850.0,19212.0,3337.0,19974.0,25530.0,25806.0,22365.0,22567.0,135987.0,18737.0,3154.0,30448.0,28599.0,5299.0,1476.0,34489.0,8233.0,8365.0,23817.0,13875.0,15669.0,14172.0,15020.0,20314.0
HILp_TF33,18199371.0,0.0,8783143.0,743538.0,4017071.0,14641264.0,0.0,6566713.0,0.0,1030209.0,527923.0,0.0,287055.0,6730789.0,0.0,0.0,11059814.0,266133.0,1814161.0,0.0,40430722.0,40980563.0,2215853.0,0.0,0.0,0.0,2257953.0,0.0,1429716.0,0.0,390926.0,0.0,6908265.0,0.0,14523566.0,0.0,0.0,9645721.0,0.0,0.0,0.0,0.0,0.0,353919.0,0.0,23965725.0,0.0,0.0,0.0,3580911.0,0.0,0.0,0.0,13221698.0,9564274.0,0.0,0.0,12630168.0,0.0,659586.0,0.0,0.0,0.0,1338633.0,0.0,0.0,0.0,13821975.0,1754836.0,0.0
HILp_TF44,2309079.0,1801869.0,31721363.0,2082067.0,15607496.0,0.0,4588018.0,24131257.0,3851401.0,1925120.0,302533.0,1522058.0,7343047.0,15669308.0,5313352.0,1005188.0,721552.0,1460621.0,593507.0,2892656.0,17737612.0,9812745.0,7048696.0,2223839.0,350007.0,2333824.0,29090490.0,2424801.0,62915925.0,2544605.0,3701784.0,6275411.0,4445328.0,3152054.0,831402.0,1712657.0,1505598.0,6835583.0,3449558.0,0.0,7225113.0,1432801.0,9857715.0,1777355.0,2012726.0,210712140.0,5804994.0,3359160.0,0.0,7075063.0,1611473.0,1507483.0,3542017.0,16807327.0,6303787.0,19762123.0,0.0,3247039.0,24160341.0,1075611.0,1271082.0,2082476.0,0.0,3420163.0,3588290.0,3173574.0,3814679.0,5010767.0,2943516.0,1971149.0
HILp_TF47,48673903.0,3828846.0,73842998.0,38110635.0,148305548.0,1578425.0,11218736.0,49462430.0,20469232.0,28482792.0,34958760.0,7397614.0,134237547.0,54442612.0,17488060.0,4166164.0,18796863.0,31288344.0,4040534.0,49441776.0,14783170.0,39815042.0,5697739.0,16807651.0,7288499.0,15838007.0,19387491.0,21897046.0,7940395.0,19654381.0,7193418.0,10212025.0,18569882.0,50168586.0,17038680.0,9711955.0,17200242.0,25716150.0,35208816.0,950559.0,54327241.0,26372158.0,6356889.0,8322312.0,18470104.0,173601402.0,47143132.0,14322679.0,20888399.0,34408641.0,14800639.0,10597327.0,67034851.0,50738704.0,94401866.0,5862121.0,4271567.0,77871988.0,15650876.0,35216607.0,12256337.0,33024250.0,3035564.0,25407733.0,8785080.0,11380416.0,10401594.0,14852186.0,41881211.0,52250177.0
HILp_QI3629,0.0,98194.0,0.0,126067.0,58264.0,66792.0,90229.0,9758.0,143515.0,34734.0,68184.0,59313.0,3785.0,0.0,143993.0,5805.0,0.0,97467.0,13291.0,180095.0,92305.0,79965.0,113265.0,0.0,16724.0,229388.0,35582.0,1866.0,0.0,35899.0,78609.0,15577.0,1092.0,86268.0,11171.0,20530.0,9307.0,29963.0,73443.0,0.0,16953.0,728312.0,21459.0,684883.0,110252.0,33703.0,91645.0,21011.0,23625.0,0.0,95192.0,18160.0,83352.0,0.0,3632.0,7.0,11285.0,97255.0,21984.0,0.0,45990.0,14792.0,114806.0,10576.0,13357.0,11413.0,389.0,81299.0,23802.0,157528.0
HILp_QI3716,0.0,5035.0,0.0,4263.0,274.0,3218.0,6270.0,4211.0,1074.0,7344.0,1939.0,3613.0,0.0,0.0,44835.0,25035.0,19028.0,15821.0,8797.0,0.0,0.0,142960.0,3614.0,3911.0,2918.0,12176.0,2682.0,3079.0,2605.0,2367.0,7326.0,3109.0,12069.0,18531.0,6599.0,2229.0,5747.0,4566.0,2858.0,4577.0,554365.0,15004.0,158570.0,1411.0,4457.0,1891.0,13334.0,6356.0,1849.0,0.0,4694.0,1086.0,3618.0,2943.0,0.0,11735.0,4026.0,5774.0,3519.0,947.0,7541.0,4425.0,1110.0,52168.0,3005.0,2906.0,7362.0,15621.0,521.0,330.0
