TPR,FPR,FDR
0.95,0.001981548,0.722222222
0.95,0.001893301,0.712990937
,,
0.98,0.001668672,0.679738562
0.98,0.001885279,0.705705706
0.97,0.001821099,0.700617284
,,
0.98,0.001829122,0.699386503
0.97,0.001748897,0.692063492
0.96,0.002101885,0.731843575
0.94,0.002166065,0.741758242
0.96,0.002061773,0.728045326
,,
,,
0.99,0.002334537,0.746153846
0.96,0.013854793,0.94733955
,,
0.95,0.001901324,0.713855422
,,
0.96,0.00211793,0.733333333
0.98,0.001853189,0.70212766
,,
0.99,0.002222222,0.736702128
,,
0.96,0.001973526,0.719298246
,,
0.95,0.002238267,0.745989305
,,
1,0.002101885,0.723756906
0.75,0.70368231,0.999145679
,,
1,0.002037706,0.717514124
,,
0.99,0.002037706,0.719546742
,,
0.99,0.002174087,0.732432432
0.95,0.002005616,0.724637681
,,
,,
0.95,0.001821099,0.704968944
0.96,0.002141998,0.73553719
0.97,0.001652627,0.679867987
1,0.0022142,0.734042553
0.95,0.001652627,0.684385382
0.31,0.173630164,0.998569715
0.96,0.001941436,0.715976331
0.97,0.002061773,0.725988701
,,
0.9,0.004877657,0.871060172
0.97,0.002294424,0.746736292
0.98,0.002374649,0.751269036
0.96,0.002045728,0.726495726
0.95,0.001772964,0.699367089
,,
0.97,0.001716807,0.688102894
0.93,0.006097072,0.890973036
0.98,0.002077818,0.725490196
,,
0.98,0.002013638,0.719197708
0.94,0.002029683,0.729106628
0.97,0.001740874,0.691082803
0.99,0.002318492,0.744845361
0.96,0.00153229,0.665505226
0.96,0.001981548,0.720116618
0.98,0.001748897,0.689873418
0.97,0.002053751,0.725212465
,,
0.98,0.002262335,0.742105263
0.99,0.001909346,0.706231454
,,
0.98,0.001869234,0.703927492
,,
0.97,0.002077818,0.72752809
0.97,0.002198155,0.738544474
0.96,0.002037706,0.725714286
,,
0.96,0.002896109,0.789934354
,,
0.96,0.001805054,0.700934579
,,
0.98,0.001885279,0.705705706
0.97,0.001572403,0.66894198
0.98,0.00166065,0.678688525
,,
,,
0.96,0.001805054,0.700934579
,,
,,
,,
0.98,0.001981548,0.715942029
0.96,0.001933414,0.715133531
,,
0.98,0.001901324,0.707462687
,,
0.99,0.001580425,0.665540541
0.98,0.002141998,0.731506849
,,
0.98,0.001684717,0.681818182
,,
0.91,0.001756919,0.706451613
,,
,,
0.98,0.001957481,0.713450292
0.96,0.001965503,0.718475073
0.93,0.002847974,0.792410714
0.97,0.001612515,0.674496644
0.93,0.001668672,0.6910299
,,
0.95,0.001732852,0.694533762
0.95,0.001893301,0.712990937
0.92,0.002101885,0.740112994
0.96,0.001909346,0.71257485
0.97,0.002358604,0.751918159
0.96,0.001965503,0.718475073
0.96,0.002166065,0.737704918
0.95,0.001508223,0.664310954
0.97,0.002342559,0.750642674
0.96,0.00169274,0.687296417
0.94,0.001780987,0.702531646
,,
0.96,0.001797032,0.7
0.95,0.002045728,0.728571429
0.97,0.002158043,0.734972678
0.97,0.001973526,0.717201166
0.95,0.001789009,0.701257862
0.98,0.002158043,0.732970027
0.95,0.001821099,0.704968944
0.96,0.002174087,0.738419619
0.99,0.002222222,0.736702128
,,
0.98,0.001756919,0.690851735
,,
0.93,0.001716807,0.697068404
0.95,0.001989571,0.72303207
0.95,0.001917369,0.715568862
,,
0.95,0.001732852,0.694533762
0.97,0.001772964,0.694968553
,,
0.94,0.001772964,0.701587302
0.93,0.001516245,0.670212766
0.93,0.001716807,0.697068404
0.99,0.001973526,0.713043478
0.92,0.001620538,0.68707483
0.96,0.001732852,0.692307692
0.97,0.001877256,0.70694864
0.96,0.001877256,0.709090909
0.93,0.001965503,0.724852071
0.93,0.001604493,0.682593857
,,
0.95,0.002382671,0.757653061
0.93,0.001853189,0.712962963
0.93,0.00169274,0.694078947
0.97,0.002053751,0.725212465
0.96,0.001708785,0.689320388
0.93,0.001604493,0.682593857
0.96,0.001885279,0.709969789
,,
0.99,0.001644605,0.674342105
0.93,0.002069795,0.735042735
0.96,0.001837144,0.704615385
0.71,0.131199358,0.995677321
0.96,0.00153229,0.665505226
,,
0.95,0.001676695,0.6875
0.94,0.002511031,0.769041769
0.92,0.00172483,0.700325733
0.96,0.00224629,0.744680851
0.97,0.001901324,0.709580838
0.95,0.001997593,0.723837209
0.96,0.001845166,0.705521472
0.97,0.001845166,0.703363914
0.92,0.002198155,0.74863388
0.95,0.002061773,0.730113636
0.94,0.001933414,0.719402985
,,
0.96,0.002286402,0.748031496
0.79,0.507292419,0.998752231
0,0,
0.93,0.001853189,0.712962963
,,
0.94,0.001909346,0.71686747
0.49,0.297513037,0.998680455
